tweet,username,predict_sentiment
gagas jenius ningkatin sdm warga jakarta jendela cakrawala warge jakarte nyang belon tau simak baek   jakartamenyala prakar   ,SETYAKI22965702,negative
sarah teman bang doel kampanye yg jakartamenyala nomor   untungnyaadapramdoel indah g erina yahya sinwar hebohbanget,Kalderha,positive
jakartamenyala mas pram bang doel ,Mata_Netizen62,positive
pramono anung berani hadap tantang jadwal padat komitmen layan interaksi masyarakat bukti pimpin tangguh jakartamenyala,rsy4me,positive
pimpin pramono anung fokus daya masyarakat percaya individu milik potensi kembang cipta jakarta mandiri jakartamenyala,rsy4me,positive
pramono anung sosok jadi teladan generasi muda kerja keras komitmen layan masyarakat inspirasi orang libat dunia politik pimpin positif jakartamenyala,rsy4me,positive
integritas pramono anung ragu tempat penting masyarakat jadi calon gubernur andal percaya warga jakarta jakartamenyala,rsy4me,positive
keliling jakarta  titik hari pramono anung hilang stres jakarta kampanye pilkada jakarta  calon gubenur nomot urut  pramono anung hari keliling jakarta  titik jakartamenyala,tvspartanindo,neutral
strategi kampanye pramono anung depan blusukan salah kunci hasil temu langsung warga lokasi jalin hubung emosional kuat pilih jakartamenyala,rsy4me,negative
blusukan koja pramono anung janji diri slb jakarta utara jakarta  calon gubernur jakarta nomor urut  pramono anung utara janji bangun sekolah slb jakarta utara menang pilkada  jakartamenyala,tvspartanindo,positive
cieee mas dukung paslon no  jakartamenyala,nongandah,positive
pramono anung kenal pimpin buka dengar terampil jalin komunikasi warga masyarakat aspirasi harap ragu jakartamenyala,thejoyofus,negative
pramono anung hadir sosok bawa harap masyarakat jakarta energi semangat bendung komitmen baik kualitas hidup warga jadi calon gubernur layak pilih jakartamenyala,thejoyofus,positive
usaha dedikasi pramono anung bukti calon gubernur inspiratif jakartamenyala,thejoyofus,positive
interaksi langsung warga salah kuat pramono anung percaya temu langsung masyarakat baik paham butuh harap jakartamenyala,thejoyofus,negative
pramono anung contoh nyata pimpin orientasi rakyat semangat kenal lelah pimpin jabat layan dengar jakartamenyala,thejoyofus,negative
lokasi pramono anung kampanye serap aspirasi masyarakat percaya dengar langsung masalah hadap warga kunci pimpin efektif jakartamenyala,SaguKeju8,negative
pramono anung tekad jadi pilgub jakarta contoh praktik demokrasi blusukan intens pimpin rakyat dengar aspirasi jakartamenyala,SaguKeju8,negative
periode kampanye singkat pramono anung puluh kali kampanye tatap muka giat betapa serius dekat masyarakat paham butuh jakartamenyala,SaguKeju8,neutral
komunikasi amp toleransi kunci dlm hubung manusia lingkup kecil lingkung keluarga lingkup masyarakat mas pram biasa  tsb dlm hubung dg keluarga shg pola bawa mana jakartamenyala,Ari3Pras,neutral
pramono anung semangat jg tular energi tim amp dukung lelah ikut jadwal padat pramono semangat jakartamenyala,SaguKeju8,positive
pramono anung dedikasi kampanye calon gubernur jakarta jadwal padat unjung   titik hari bukti semangat temu warga pudar jakartamenyala,SaguKeju8,positive
warga pimpin jujur pimpin omonomon warga daerah khusus jakarta butuh orang jujur tanggung mas pram bang doel menang jakartamenyala prakaruntukjakarta,Muhayya__,positive
gupl amp jakmania garis keras pasang atap terpal bentor daerah mayor super keurennn jakartamenyala kagakribetdah ,Kasihsetia20,positive
pramono anung paham daya ekonomi masyarakat milik program fokus tingkat sejahtera ekonomi warga latih terampil dukung usaha jakartamenyala,rsy4me,positive
sosok alam dunia politik pramono anung inspirasi generasi muda dorong anak muda libat politik kontribusi ubah sosial jakartamenyala,rsy4me,positive
jakartamenyala sempat buka kalang,digcv,neutral
sarah kangen ketemu bang doel jakartamenyala,kabulslipi,neutral
warga madura suara utk jakartamenyala,digcv,positive
program usung pramono anung bukti penting rakyat prioritas utama jakartamenyala,rsy4me,neutral
mimpi bang ben insya allah wujud tangan pramdoel jakartamenyala,MurtadhaOne1,neutral
mas pram bang doel yg paham sandwich generation paham atas jakartamenyala,StellaSuwardi,neutral
dedikasi pramono anung masyarakat kesan jalan tugas politis komitmen layan rakyat jakartamenyala,rsy4me,negative
pramono anung kenal peduli masyarakat dengar keluh aspirasi rakyat jadi pimpin bicara aksi jakartamenyala,rsy4me,negative
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,al_cosmetic,neutral
dekat bas butuh warga pramono anung komitmen jadi jakarta kota bersih lanjut jakartamenyala,thejoyofus,positive
calon gubernur pramono anung rancang program inovatif tuju ubah wajah jakarta jakartamenyala,thejoyofus,positive
mas pram bang doel tuntas bangun pasar munjul yg mangkrak tinjau ulang tarif retribusi yg berat dagang pasar rapi dagang happy jakartamenyala prakaruntukjakarta,Ari3Pras,positive
hadap tantang politik pramono anung mandiri berani takut ambil putus sulit penting masyarakat jakarta jakartamenyala,thejoyofus,negative
pramono anung sosok teladan dunia politik indonesia latar kuat alam dekade integritas tindak putus jakartamenyala,thejoyofus,positive
pramono anung kenal politis milik sisi humanis kuat tekan paham rasa derita rakyat jakartamenyala,thejoyofus,negative
ikat alumni guru ilmu alqur an ika ptiq milenial resmi deklarasi dukung pramonorano calon pimpin kota jakarta kontestasi pilkada  jakartamenyala padoelutkjakarta,bos_sir,positive
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,BumBum345192,neutral
salah fokus utama pramono anung program tingkat kualitas didik jakarta percaya didik kunci maju masyarakat cipta generasi jakartamenyala,SaguKeju8,positive
pramono anung contoh nyata politis rakyat ragu turun kampungkampung rasa langsung hidup masyarakat cari solusi hadap jakartamenyala,SaguKeju8,negative
calon gubernur jakarta pramono anung susun visi misi amp arah program jakartamenyala  program fokus bangun infrastruktur tingkat kualitas hidup masyarakat didik dll,SaguKeju8,positive
wilujeng wengi aki kmna wae meni karek ka tinggal maha kabarna damang jakartamenyala,HensuAja,neutral
pramono anung terjun langsung lapang dengar keluh masyarakat cari solusi hadap dekat pramono pimpin orientasi rakyat jakartamenyala,SaguKeju8,neutral
politis pramono anung kenal tegas peduli rakyat jakartamenyala,SaguKeju8,negative
nasihat megawati soekarnoputri pramono anung lupa nurani rakyat prinsip bimbing jalan tugas politik jakartamenyala,SaguKeju8,negative
alam  pdiperjuangan pramono anung dedikasi juang penting masyarakat jakartamenyala,SaguKeju8,positive
pramono anung calon gubernur jakarta kenal sosok depan nurani rakyat langkah politik jakartamenyala,SaguKeju8,neutral
mas pram ubah syarat ppsu baca tulis jakartamenyala pramdoel pramonoanung jakarta ppsu bacatulis loker infoloker lokerjakarta,rasid_musl62,negative
terima kasih warga madura warga madura dj jakarta deklarasi dukung tuk mas pram bang doel pilkada jakarta  dukung mas pram bang doel  jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
mas pram doel juang tuk masyarakat jakarta mas pram tinjau ulang retribusi pedang jakarta lanjut bangun pasar pasar yg mangkrak jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
warung madura buka  jam mas pram bang doel komitmen pasti warung madura buka  jam aktif blk tuk tingkat sdm masyarakat jakarta jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,neutral
haaiiissh oh nggedhabrus doang  boongin warga jakarta dgn janji dah bandung jabar malesiin biar prakaruntukjakarta yg pimpin jakartamenyala,siapanamina,positive
bikin jakartamenyala,AlasRandu2,negative
jakartamenyala bang,sakitotak3,positive
bjiiir tuh amat bola kali yak yg ngomong warga jabar aja yg kecewa ridwan kamil proyek yg mangkrak warga jakarta yg hina dina doi klo cak lontong mikeeeeer jakartamenyala mas pram bang doel,cahcilich,negative
ayoo malam jakarta nyala mas pram bang rano doel live streaming garuda tv ayoo mrapatt jakartamenyala prakaruntukjakarta abidzar bahrain jungkook yahya sinwar untungnyaadapramdoel liam payne,catatankaqihati,positive
kombinasi alam visi kuat pramono anung rano karno komitmen bawa jakarta tingkat jakartamenyala,rsy4me,neutral
pramono anung  rano karno tekad implementasi undang buka informasi publik efektif langkah warga jakarta milik hak partisipasi proses perintah jakartamenyala,rsy4me,neutral
tuju jadi jakarta kota global pramono anung  rano karno milik strategi tingkat tukar informasi dua komitmen promosi buka yg bawa jakarta saing kancah internasional jakartamenyala,rsy4me,neutral
jakarta rumah identitas warga betawi mas pram  bang doel jadi kota dunia jakartamenyala untungadapramdoel,Y_Radianto,positive
pramono anung rano karno bukti pimpin peduli komitmen paham tantang hadap warga jakartamenyala,rsy4me,negative
mas pram emang layak harga menteri pdi juang yg masuk lini kanan kiri pas kampanye gak beban masuk rangkul kelompok masyarakat jakartamenyala pramdoelmenang,HusinShihab,neutral
bikin jakartamenyala,AlasRandu2,negative
bicara janji visi misi program turun langsung lapang dengar aspirasi masyarakat jakartamenyala,rsy4me,neutral
pramono anung  rano karno tekad tingkat buka informasi publik amp partisipasi masyarakat dlm ambil putus kolaborasi cipta perintah akuntabel amp responsif butuh warga jakarta jakartamenyala,rsy4me,neutral
pasang calon gubernur wakil gubernur pramono anung rano karno komitmen kuat wujud jakarta transparan inklusif jakartamenyala,rsy4me,positive
gaes yuk saksi jakarta nyala  pimpin jakarta streaming on garuda tv malam  wib jakartamenyala prakaruntukjakarta,DS_yantie,neutral
mas pram dengerin curhatan anak muda rawamangun jakarta serius deh keren banget diskusi dukung yuk biar jakarta keren bareng mas pram amp bang doel jakartamenyala pramonorano pramdoelmenang,latifah_evah,positive
mas pram komitmen tantang jakarta diskusi koalisi pemuda jakarta rawamangun dukung warga mas pram bang doel bawa ubah nyata kota jakartamenyala pramonorano pramdoelmenang,abangjaka7,positive
mas pram pemuda rawamangun solutif siapsiap jakarta ubah bareng mas pram bang doel yuk dukung ubah jakartamenyala pramonorano pramdoelmenang,EryPrima3,positive
dialog buka koalisi pemuda jakarta mas pram dengar langsung suara masyarakat rawamangun bang doel solusi baik jakarta siap ayo wujud jakarta cerah jakartamenyala pramonorano pramdoelmenang,Cak_Mamatt,negative
mas pram hadir diskusi publik koalisi pemuda jakarta rawamangun jakarta timur bahas solusi konkret tantang jakarta warga mas pram bang doel bawa ubah dukung jakarta jakartamenyala pramonorano pramdoelmenang,AMainuri,negative
program benyamin s award yang usung pasang pramono anung rano karno ajang pilgub  nilai strategi ideal jadi jakarta kota global amat tata kota nirwono yoga jakartamenyala,oposan62id,neutral
mas pram lanjut ide pakn jk mas anies jakartamenyala pramonoanung pramdoelmenang pramdoel,ji_romi2,positive
untungnyaadapramdoel pilih mas pram rencana dana hibah umkm laku umkm jakarta semangat lg krna tamabahan modal usaha mantap  optimis pramdoelmenang jakartamenyala,LinNasution,positive
sarasehan pasar dengar keluh kesah dagang beli mas gerak hati dana hibah laku umkm moga ringan giat umkm jakarta jakartamenyala,PakarINTELek,positive
tulus teguh hati mas lalu blusukan tegur sapa warga jakarta mana moga warga jakarta takut pilih mas pram  bang doel jakartamenyala,PakarINTELek,positive
slb siap jakarta utara gubernur jakarta mas pramono anung jakartamenyala untungnyaadapramdoel,Aan_Hantorov,positive
asik bgt bang doel kampanye ditemenin neng sarah siang daerah manunggal setu jakarta timur seru akrab bgt sharing dgn masyarakat sana optimis jakartamenyala  untungnyaadapramdoel,LinNasution,positive
tantang hadap jakarta senjang informasi masyarakat pramono anung hadir solusi konkret komitmen evaluasi baik program sasar manfaat masyarakat jakartamenyala,thejoyofus,positive
warga jakarta pilih pramono beliau jujur tanggung kerja jakartamenyala,AleenaDi09,positive
tekad implementasi tagline hak pramono anung komitmen bangun masyarakat informasi langkah dukung demokrasi akuntabilitas perintah jakartamenyala,thejoyofus,neutral
upaya jadi jakarta kota global pramono anung pimpin visioner paham tukar informasi tarik perhati dunia langkah strategis jakartamenyala,thejoyofus,neutral
pramono anung komitmen tingkat partisipasi masyarakat ambil bijak inisiatif penting politik wujud jakarta inklusif warga kontribusi bangun kota jakartamenyala,thejoyofus,positive
calon gubernur dki jakarta nomor urut  pramono anung rencana diri huni kantor bangun perintah pasar keren mas jakartamenyala prakaruntukjakarta,Sukapuring,neutral
komitmen tingkat transparansi pramono anung milik visi yg amp arah jakarta bicara jga aksi program perintah akses lapis masyarakat yg butuh jakartamenyala,thejoyofus,positive
pramono anung sosok pimpin dengar suara rakyat turun masyarakat dengar langsung keluh pimpin peduli paham butuh warga jakartamenyala,thejoyofus,negative
pramono anung usung visi progresif tekan buka informasi komitmen jadi jakarta transparan langkah hadap tantang kota modern global jakartamenyala,thejoyofus,neutral
turun langsung lapang pramono anung peduli komitmen warga jakarta hak akses informasi butuh jakartamenyala,SaguKeju8,negative
optimis dongmas pram bang doel bikin harap warga jakartamenyala,Asnawi___,positive
pramono anung peduli masyarakat kelas tengah kali sulit akses informasi kjs amp kjp jakartamenyala,SaguKeju8,positive
pramono anung  rano karno percaya akses informasi masyarakat libat proses ambil putus cipta perintah responsif akuntabel jakartamenyala,SaguKeju8,positive
calon gubernur pilkada dki jakarta  nomor urut pramono anung janji evaluasi retribusi atas proyek mangkrak pasar munjul penuh harap rakyat jakartamenyala prakaruntukjakarta,Sukapuring,neutral
upaya maju jakarta pramono anung tekan buka informasi publik mutlak jakartamenyala,SaguKeju8,neutral
visi pramono anung tekad jadi jakarta kota global buka inklusif dekat lapis masyarakat akses informasi butuh jakartamenyala,SaguKeju8,neutral
pramono anung pimpin depan transparansi jakartamenyala pramono anung calon gubernur jakarta nomor urut  komitmen kuat tingkat transparansi buka informasi publik,SaguKeju8,neutral
jakartamenyala pramdoel ,Nyawang_wulan,positive
pilih mas pram komitmen utk bangun slb daerah jakarta utara adil utk golong masyarakat jakartamenyala pramdoelmenang salamjari,LinNasution,positive
dengar keluh dagang alami sulit modal usaha pramono anung hibah umkm mantap pramono anung  rano karno nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
huni kantor ala mas pram bang doel jakartamenyala pramonoanung ranokarno,oposan62id,neutral
tokoh betawi nih oneng amp bang doel cinta amp dukung masy jakarta yg  tokoh juang rakyat ranah mas pram bang doel bak bikin jakartamenyala ga kaleng,Jelli_cent,positive
congratulation mas pram jakartamenyala,elsaday__,negative
saking ngebet menang gubernur jakarta nih cuy kang emil bang emil maksain membetawinisasi kang emil  laen emang pramdoel jakartamenyala prakaruntukjakarta abidzar hamas yahya sinwar erina bahrain bahlil liam payne omakase bluesky,NyaiKhonguan,neutral
